holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,Rush Hour,traffic_volume
Non-Holiday,6.960000000000036,0.0,0.0,75,Clouds,0,4770
Non-Holiday,6.850000000000023,0.0,0.0,90,Clouds,0,5217
Non-Holiday,7.3799999999999955,0.0,0.0,90,Clouds,0,5870
Non-Holiday,8.28000000000003,0.0,0.0,75,Clouds,0,5967
Non-Holiday,8.629999999999995,0.0,0.0,90,Clouds,0,6108
Non-Holiday,8.760000000000048,0.0,0.0,90,Clouds,0,6128
Non-Holiday,8.580000000000041,0.0,0.0,90,Clouds,0,6069
Non-Holiday,8.270000000000039,0.0,0.0,90,Clouds,1,6169
Non-Holiday,7.720000000000027,0.0,0.0,90,Clouds,1,5384
Non-Holiday,7.0,0.0,0.0,90,Clouds,1,4063
Non-Holiday,6.6299999999999955,0.0,0.0,90,Clouds,0,3364
Non-Holiday,6.5,0.0,0.0,75,Clouds,0,2971
Non-Holiday,6.07000000000005,0.0,0.0,40,Clouds,0,2450
Non-Holiday,5.910000000000025,0.0,0.0,40,Clouds,0,1832
Non-Holiday,5.660000000000025,0.0,0.0,90,Clouds,0,1231
Non-Holiday,5.400000000000034,0.0,0.0,90,Clouds,0,718
Non-Holiday,5.439999999999998,0.0,0.0,90,Clouds,0,545
Non-Holiday,3.840000000000032,0.0,0.0,75,Clouds,0,411
Non-Holiday,3.2000000000000455,0.0,0.0,20,Clouds,0,688
Non-Holiday,2.25,0.0,0.0,1,Clear,0,1352
Non-Holiday,2.0200000000000387,0.0,0.0,1,Clear,1,2072
Non-Holiday,1.8400000000000318,0.0,0.0,1,Clear,1,3342
Non-Holiday,1.9399999999999977,0.0,0.0,40,Clouds,1,4258
Non-Holiday,3.730000000000018,0.0,0.0,20,Clouds,0,4861
Non-Holiday,4.890000000000043,0.0,0.0,20,Clouds,0,5191
Non-Holiday,5.930000000000007,0.0,0.0,40,Clouds,0,5669
Non-Holiday,6.970000000000027,0.0,0.0,75,Clouds,0,5074
Non-Holiday,7.100000000000023,0.0,0.0,75,Clouds,0,5025
Non-Holiday,6.850000000000023,0.0,0.0,75,Clouds,0,5153
Non-Holiday,5.910000000000025,0.0,0.0,90,Clouds,0,5024
Non-Holiday,5.760000000000048,0.0,0.0,90,Clouds,1,4779
Non-Holiday,5.240000000000009,0.0,0.0,90,Clouds,1,4362
Non-Holiday,5.010000000000048,0.0,0.0,90,Clouds,1,3860
Non-Holiday,5.010000000000048,0.0,0.0,90,Clouds,0,3160
Non-Holiday,4.78000000000003,0.0,0.0,90,Clouds,0,2992
Non-Holiday,3.75,0.0,0.0,90,Clouds,0,3202
Non-Holiday,3.1899999999999977,0.0,0.0,75,Clouds,0,1941
Non-Holiday,2.9600000000000364,0.0,0.0,75,Clouds,0,1233
Non-Holiday,2.580000000000041,0.0,0.0,90,Clouds,0,323
Non-Holiday,2.5,0.0,0.0,90,Clouds,0,312
Non-Holiday,2.3600000000000136,0.0,0.0,75,Clouds,0,627
Non-Holiday,1.900000000000034,0.0,0.0,90,Clouds,0,1508
Non-Holiday,1.6200000000000045,0.0,0.0,90,Clouds,1,1539
Non-Holiday,1.6200000000000045,0.0,0.0,75,Clouds,1,2232
Non-Holiday,2.400000000000034,0.0,0.0,75,Clouds,1,4568
Non-Holiday,3.090000000000032,0.0,0.0,75,Clouds,0,4624
Non-Holiday,3.8600000000000136,0.0,0.0,90,Clouds,0,4529
Non-Holiday,4.28000000000003,0.0,0.0,90,Clouds,0,5139
Non-Holiday,5.300000000000011,0.0,0.0,90,Clouds,0,6640
Non-Holiday,6.1200000000000045,0.0,0.0,90,Clouds,0,6589
Non-Holiday,6.1200000000000045,0.0,0.0,90,Clouds,0,4429
Non-Holiday,6.2900000000000205,0.0,0.0,90,Clouds,0,4329
Non-Holiday,6.170000000000016,0.0,0.0,90,Clouds,1,3833
Non-Holiday,6.1200000000000045,0.0,0.0,90,Clouds,1,4015
Non-Holiday,4.960000000000036,0.0,0.0,90,Clouds,1,3382
Non-Holiday,3.640000000000043,0.0,0.0,75,Clouds,0,2815
Non-Holiday,2.580000000000041,0.0,0.0,90,Clouds,0,2110
Non-Holiday,1.7300000000000182,0.0,0.0,75,Clouds,0,1555
Non-Holiday,0.7700000000000387,0.0,0.0,20,Clouds,0,959
Columbus Day,-0.06999999999999318,0.0,0.0,20,Clouds,0,455
Non-Holiday,-0.5299999999999727,0.0,0.0,20,Clouds,0,336
Non-Holiday,-1.3700000000000045,0.0,0.0,1,Clear,0,265
Non-Holiday,-2.099999999999966,0.0,0.0,1,Clear,0,314
Non-Holiday,-2.519999999999982,0.0,0.0,1,Clear,0,779
Non-Holiday,-2.819999999999993,0.0,0.0,1,Clear,0,2571
Non-Holiday,-3.5399999999999636,0.0,0.0,20,Clouds,0,5563
Non-Holiday,-3.1399999999999864,0.0,0.0,20,Clouds,1,6676
Non-Holiday,-1.919999999999959,0.0,0.0,20,Clouds,1,5966
Non-Holiday,0.5600000000000023,0.0,0.0,20,Clouds,1,4832
Non-Holiday,3.6200000000000045,0.0,0.0,20,Clouds,0,4395
Non-Holiday,6.32000000000005,0.0,0.0,20,Clouds,0,4411
Non-Holiday,6.689999999999998,0.0,0.0,1,Clear,0,4648
Non-Holiday,9.189999999999998,0.0,0.0,40,Clouds,0,4602
Non-Holiday,9.79000000000002,0.0,0.0,40,Clouds,0,5125
Non-Holiday,10.330000000000041,0.0,0.0,1,Clear,0,5502
Non-Holiday,11.180000000000007,0.0,0.0,1,Clear,0,5979
Non-Holiday,11.330000000000041,0.0,0.0,40,Clouds,1,5663
Non-Holiday,11.080000000000041,0.0,0.0,40,Clouds,1,4259
Non-Holiday,8.840000000000032,0.0,0.0,20,Clouds,1,3069
Non-Holiday,6.660000000000025,0.0,0.0,1,Clear,0,2378
Non-Holiday,6.2000000000000455,0.0,0.0,1,Clear,0,2030
Non-Holiday,5.75,0.0,0.0,1,Clear,0,1400
Non-Holiday,5.310000000000002,0.0,0.0,1,Clear,0,917
Non-Holiday,4.6299999999999955,0.0,0.0,1,Clear,0,515
Non-Holiday,4.1200000000000045,0.0,0.0,1,Clear,0,302
Non-Holiday,4.32000000000005,0.0,0.0,1,Clear,0,251
Non-Holiday,3.82000000000005,0.0,0.0,20,Clouds,0,798
Non-Holiday,3.3700000000000045,0.0,0.0,40,Clouds,0,2678
Non-Holiday,3.4500000000000455,0.0,0.0,40,Clouds,0,5733
Non-Holiday,4.160000000000025,0.0,0.0,75,Clouds,1,6449
Non-Holiday,5.230000000000018,0.0,0.0,90,Clouds,1,5765
Non-Holiday,6.2000000000000455,0.0,0.0,90,Clouds,1,5599
Non-Holiday,8.220000000000027,0.0,0.0,90,Clouds,0,4534
Non-Holiday,9.960000000000036,0.0,0.0,90,Clouds,0,4691
Non-Holiday,10.930000000000007,0.0,0.0,75,Clouds,0,5067
Non-Holiday,11.990000000000009,0.0,0.0,75,Clouds,0,5030
Non-Holiday,13.200000000000045,0.0,0.0,90,Clouds,0,5300
Non-Holiday,14.080000000000041,0.0,0.0,100,Rain,0,5777
Non-Holiday,15.379999999999995,0.0,0.0,90,Clouds,0,6349
Non-Holiday,17.220000000000027,0.0,0.0,90,Clouds,1,6127
Non-Holiday,16.980000000000018,0.0,0.0,90,Clouds,1,4460
Non-Holiday,15.710000000000036,0.0,0.0,75,Clouds,1,3418
Non-Holiday,14.210000000000036,0.0,0.0,90,Clouds,0,2775
Non-Holiday,11.960000000000036,0.0,0.0,90,Clouds,0,2306
Non-Holiday,10.310000000000002,0.0,0.0,90,Clouds,0,1846
Non-Holiday,9.300000000000011,0.0,0.0,90,Clouds,0,947
Non-Holiday,8.730000000000018,0.0,0.0,90,Clouds,0,494
Non-Holiday,8.629999999999995,0.0,0.0,90,Clouds,0,332
Non-Holiday,7.939999999999998,0.0,0.0,75,Clouds,0,261
Non-Holiday,8.020000000000039,0.0,0.0,90,Clouds,0,361
Non-Holiday,8.100000000000023,0.0,0.0,92,Clear,0,5875
Non-Holiday,8.100000000000023,0.0,0.0,99,Rain,1,6793
Non-Holiday,8.100000000000023,0.0,0.0,99,Drizzle,1,6793
Non-Holiday,6.9500000000000455,0.0,0.0,99,Rain,1,6283
Non-Holiday,6.9500000000000455,0.0,0.0,99,Drizzle,1,6283
Non-Holiday,6.460000000000036,0.0,0.0,99,Rain,1,5680
Non-Holiday,6.460000000000036,0.0,0.0,99,Drizzle,1,5680
Non-Holiday,6.520000000000039,0.0,0.0,99,Clear,0,4632
Non-Holiday,7.0400000000000205,0.0,0.0,1,Clear,0,4887
Non-Holiday,8.939999999999998,0.0,0.0,75,Clouds,0,5030
Non-Holiday,9.110000000000014,0.0,0.0,75,Clouds,0,5067
Non-Holiday,8.900000000000034,0.0,0.0,90,Clouds,0,5227
Non-Holiday,8.439999999999998,0.0,0.0,90,Clouds,0,5610
Non-Holiday,8.080000000000041,0.0,0.0,81,Clear,0,6286
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,1,4775
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,1,3340
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,0,3013
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,0,2603
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,0,1910
Non-Holiday,9.450000000000045,0.0,0.0,81,Clear,0,1037
Non-Holiday,0.75,0.0,0.0,1,Clear,0,347
Non-Holiday,1.25,0.0,0.0,75,Clouds,0,350
Non-Holiday,0.9000000000000341,0.0,0.0,75,Clouds,0,850
Non-Holiday,0.5600000000000023,0.0,0.0,40,Clouds,0,2791
Non-Holiday,-0.48999999999995225,0.0,0.0,1,Clear,0,5809
Non-Holiday,-0.5,0.0,0.0,1,Clear,1,6798
Non-Holiday,-0.6299999999999955,0.0,0.0,1,Clear,1,6304
Non-Holiday,2.0400000000000205,0.0,0.0,20,Clouds,1,5291
Non-Holiday,2.1899999999999977,0.0,0.0,1,Clear,0,4638
Non-Holiday,10.950000000000045,0.0,0.0,50,Clear,0,5557
Non-Holiday,10.950000000000045,0.0,0.0,50,Clear,0,5818
Non-Holiday,10.629999999999995,0.0,0.0,75,Clouds,0,6272
Non-Holiday,10.370000000000005,0.0,0.0,75,Clouds,1,5944
Non-Holiday,10.170000000000016,0.0,0.0,90,Clouds,1,4949
Non-Holiday,8.910000000000025,0.0,0.0,90,Clouds,1,3511
Non-Holiday,8.800000000000011,0.0,0.0,90,Clouds,0,3039
Non-Holiday,8.660000000000025,0.0,0.0,90,Clouds,0,2679
Non-Holiday,9.010000000000048,0.0,0.0,90,Clouds,0,2094
Non-Holiday,9.379999999999995,0.0,0.0,90,Clouds,0,1284
Non-Holiday,10.760000000000048,0.0,0.0,90,Clouds,0,630
Non-Holiday,11.490000000000009,0.0,0.0,90,Clouds,0,410
Non-Holiday,11.460000000000036,0.0,0.0,90,Clouds,0,331
Non-Holiday,10.03000000000003,0.0,0.0,72,Drizzle,0,372
Non-Holiday,9.110000000000014,0.0,0.0,72,Rain,0,739
Non-Holiday,7.6200000000000045,0.0,0.0,72,Drizzle,0,2561
Non-Holiday,5.3799999999999955,0.0,0.0,75,Clouds,0,5586
Non-Holiday,4.490000000000009,0.0,0.0,75,Clouds,1,6992
Non-Holiday,4.75,0.0,0.0,90,Clouds,1,5860
Non-Holiday,5.03000000000003,0.0,0.0,90,Clouds,1,5230
Non-Holiday,6.140000000000043,0.0,0.0,75,Clouds,0,4864
Non-Holiday,7.300000000000011,0.0,0.0,75,Clouds,0,5146
Non-Holiday,7.800000000000011,0.0,0.0,40,Clouds,0,5526
Non-Holiday,8.590000000000032,0.0,0.0,40,Clouds,0,5383
Non-Holiday,8.689999999999998,0.0,0.0,75,Clouds,0,5758
Non-Holiday,9.300000000000011,0.0,0.0,75,Clouds,0,5889
Non-Holiday,9.050000000000011,0.0,0.0,75,Clouds,0,6057
Non-Holiday,8.390000000000043,0.0,0.0,40,Clouds,1,6028
Non-Holiday,7.060000000000002,0.0,0.0,20,Clouds,1,5257
Non-Holiday,9.050000000000011,0.0,0.0,56,Clear,0,1897
Non-Holiday,-0.5699999999999932,0.0,0.0,1,Clear,0,1335
Non-Holiday,-1.089999999999975,0.0,0.0,1,Clear,0,769
Non-Holiday,-2.159999999999968,0.0,0.0,1,Clear,0,570
Non-Holiday,-2.859999999999957,0.0,0.0,20,Clouds,0,413
Non-Holiday,-3.669999999999959,0.0,0.0,1,Clear,0,399
Non-Holiday,-3.8799999999999955,0.0,0.0,1,Clear,0,740
Non-Holiday,-4.239999999999952,0.0,0.0,1,Clear,0,1420
Non-Holiday,-4.169999999999959,0.0,0.0,75,Clouds,1,2220
Non-Holiday,-3.919999999999959,0.0,0.0,40,Clouds,1,3479
Non-Holiday,-0.5399999999999636,0.0,0.0,40,Clouds,1,4546
Non-Holiday,3.6299999999999955,0.0,0.0,20,Clouds,0,4579
Non-Holiday,6.07000000000005,0.0,0.0,1,Clear,0,4438
Non-Holiday,7.2000000000000455,0.0,0.0,1,Clear,0,4623
Non-Holiday,8.660000000000025,0.0,0.0,1,Clear,0,4440
Non-Holiday,9.900000000000034,0.0,0.0,1,Clear,0,4495
Non-Holiday,10.810000000000002,0.0,0.0,1,Clear,0,4483
Non-Holiday,11.379999999999995,0.0,0.0,1,Clear,0,4591
Non-Holiday,11.29000000000002,0.0,0.0,1,Clear,1,4477
Non-Holiday,10.490000000000009,0.0,0.0,1,Clear,1,4221
Non-Holiday,8.700000000000045,0.0,0.0,20,Clouds,1,3672
Non-Holiday,8.230000000000018,0.0,0.0,1,Clear,0,3015
Non-Holiday,8.689999999999998,0.0,0.0,75,Clouds,0,2769
Non-Holiday,9.080000000000041,0.0,0.0,90,Clouds,0,2875
Non-Holiday,9.03000000000003,0.0,0.0,90,Clouds,0,1931
Non-Holiday,9.340000000000032,0.0,0.0,90,Clouds,0,1309
Non-Holiday,9.390000000000043,0.0,0.0,90,Clouds,0,870
Non-Holiday,9.430000000000007,0.0,0.0,90,Clouds,0,654
Non-Holiday,9.080000000000041,0.0,0.0,90,Clouds,0,364
Non-Holiday,8.930000000000007,0.0,0.0,90,Clouds,0,262
Non-Holiday,9.080000000000041,0.0,0.0,90,Clouds,0,505
Non-Holiday,9.090000000000032,0.0,0.0,90,Clouds,0,861
Non-Holiday,9.090000000000032,0.0,0.0,90,Clouds,1,1132
Non-Holiday,9.090000000000032,0.0,0.0,57,Mist,1,1797
Non-Holiday,9.28000000000003,0.0,0.0,57,Drizzle,1,2685
Non-Holiday,9.28000000000003,0.0,0.0,57,Mist,1,2685
Non-Holiday,9.28000000000003,0.0,0.0,57,Haze,1,2685
Non-Holiday,9.180000000000007,0.0,0.0,57,Drizzle,0,3370
Non-Holiday,9.180000000000007,0.0,0.0,57,Mist,0,3370
Non-Holiday,9.670000000000016,0.0,0.0,57,Drizzle,0,3662
Non-Holiday,9.670000000000016,0.0,0.0,57,Mist,0,3662
Non-Holiday,10.180000000000007,0.0,0.0,57,Mist,0,4076
Non-Holiday,10.180000000000007,0.0,0.0,57,Rain,0,4076
Non-Holiday,10.180000000000007,0.0,0.0,57,Drizzle,0,4076
Non-Holiday,10.600000000000023,0.0,0.0,93,Rain,0,4128
Non-Holiday,10.600000000000023,0.0,0.0,93,Mist,0,4128
Non-Holiday,10.600000000000023,0.0,0.0,93,Drizzle,0,4128
Non-Holiday,10.939999999999998,0.0,0.0,93,Mist,0,4358
Non-Holiday,10.939999999999998,0.0,0.0,93,Rain,0,4358
Non-Holiday,10.939999999999998,0.0,0.0,93,Drizzle,0,4358
Non-Holiday,11.400000000000034,0.0,0.0,93,Mist,0,4342
Non-Holiday,11.400000000000034,0.0,0.0,93,Rain,0,4342
Non-Holiday,11.53000000000003,0.0,0.0,93,Mist,0,4234
Non-Holiday,11.490000000000009,0.0,0.0,93,Rain,1,4271
Non-Holiday,11.490000000000009,0.0,0.0,93,Mist,1,4271
Non-Holiday,11.25,0.0,0.0,93,Mist,1,4080
Non-Holiday,11.020000000000039,0.0,0.0,93,Mist,1,3453
Non-Holiday,10.879999999999995,0.0,0.0,93,Mist,0,2718
Non-Holiday,10.430000000000007,0.0,0.0,93,Mist,0,2439
Non-Holiday,9.890000000000043,0.0,0.0,93,Mist,0,1819
Non-Holiday,8.800000000000011,0.0,0.0,93,Mist,0,1002
Non-Holiday,8.800000000000011,0.0,0.0,93,Fog,0,1002
Non-Holiday,8.460000000000036,0.0,0.0,93,Mist,0,542
Non-Holiday,8.460000000000036,0.0,0.0,93,Fog,0,542
Non-Holiday,8.420000000000016,0.0,0.0,85,Fog,0,303
Non-Holiday,8.270000000000039,0.0,0.0,85,Fog,0,239
Non-Holiday,8.140000000000043,0.0,0.0,85,Mist,0,335
Non-Holiday,8.140000000000043,0.0,0.0,85,Fog,0,335
Non-Holiday,7.8700000000000045,0.0,0.0,85,Mist,0,810
Non-Holiday,7.8700000000000045,0.0,0.0,85,Fog,0,810
Non-Holiday,7.670000000000016,0.0,0.0,85,Mist,0,2606
Non-Holiday,7.670000000000016,0.0,0.0,85,Fog,0,2606
Non-Holiday,7.240000000000009,0.0,0.0,85,Mist,0,5714
Non-Holiday,7.0400000000000205,0.0,0.0,100,Mist,1,6798
Non-Holiday,6.670000000000016,0.0,0.0,100,Mist,1,6114
Non-Holiday,6.600000000000023,0.0,0.0,100,Mist,1,5094
Non-Holiday,6.920000000000016,0.0,0.0,100,Mist,0,4473
Non-Holiday,7.170000000000016,0.0,0.0,90,Clouds,0,4529
Non-Holiday,8.57000000000005,0.0,0.0,100,Clear,0,4823
Non-Holiday,10.860000000000014,0.0,0.0,40,Clouds,0,4872
Non-Holiday,12.730000000000018,0.0,0.0,1,Clear,0,5238
Non-Holiday,13.720000000000027,0.0,0.0,1,Clear,0,5584
Non-Holiday,14.450000000000045,0.0,0.0,20,Clouds,0,6246
Non-Holiday,14.120000000000005,0.0,0.0,20,Clouds,1,5957
Non-Holiday,13.03000000000003,0.0,0.0,20,Clouds,1,4535
Non-Holiday,12.050000000000011,0.0,0.0,75,Clouds,1,3234
Non-Holiday,11.53000000000003,0.0,0.0,75,Clouds,0,2677
Non-Holiday,11.340000000000032,0.0,0.0,90,Clouds,0,2077
Non-Holiday,10.390000000000043,0.0,0.0,20,Clouds,0,1380
Non-Holiday,9.180000000000007,0.0,0.0,75,Clouds,0,927
Non-Holiday,8.060000000000002,0.0,0.0,20,Clouds,0,500
Non-Holiday,6.720000000000027,0.0,0.0,1,Clear,0,324
Non-Holiday,5.78000000000003,0.0,0.0,1,Clear,0,257
Non-Holiday,4.760000000000048,0.0,0.0,1,Clear,0,354
Non-Holiday,4.060000000000002,0.0,0.0,1,Clear,0,769
Non-Holiday,3.4600000000000364,0.0,0.0,1,Clear,0,2769
Non-Holiday,2.9600000000000364,0.0,0.0,1,Clear,0,5789
Non-Holiday,1.660000000000025,0.0,0.0,20,Clouds,1,7055
Non-Holiday,1.8400000000000318,0.0,0.0,20,Clouds,1,6408
Non-Holiday,4.760000000000048,0.0,0.0,20,Clouds,1,5254
Non-Holiday,7.560000000000002,0.0,0.0,20,Clouds,0,4547
Non-Holiday,10.700000000000045,0.0,0.0,20,Clouds,0,4784
Non-Holiday,12.860000000000014,0.0,0.0,40,Clouds,0,5015
Non-Holiday,13.160000000000025,0.0,0.0,1,Clear,0,5057
Non-Holiday,15.0,0.0,0.0,75,Clouds,0,5430
Non-Holiday,16.0,0.0,0.0,75,Clouds,0,5813
Non-Holiday,15.840000000000032,0.0,0.0,75,Clouds,0,6496
Non-Holiday,15.710000000000036,0.0,0.0,75,Clouds,1,6429
Non-Holiday,15.010000000000048,0.0,0.0,90,Clouds,1,5142
Non-Holiday,14.129999999999995,0.0,0.0,68,Rain,1,3311
Non-Holiday,13.890000000000043,0.0,0.0,90,Clouds,0,2777
Non-Holiday,13.75,0.0,0.0,90,Clouds,0,2331
Non-Holiday,13.939999999999998,0.0,0.0,90,Clouds,0,1767
Non-Holiday,13.939999999999998,0.0,0.0,90,Clouds,0,1093
Non-Holiday,13.740000000000009,0.0,0.0,75,Clouds,0,554
Non-Holiday,13.78000000000003,0.0,0.0,75,Clouds,0,333
Non-Holiday,13.78000000000003,0.0,0.0,90,Clouds,0,267
Non-Holiday,13.920000000000016,0.0,0.0,90,Clouds,0,358
Non-Holiday,13.410000000000025,0.0,0.0,75,Clouds,0,777
Non-Holiday,12.760000000000048,0.0,0.0,90,Clouds,0,2732
Non-Holiday,12.140000000000043,0.0,0.0,90,Clouds,0,5637
Non-Holiday,11.770000000000039,0.0,0.0,75,Clouds,1,5564
Non-Holiday,12.200000000000045,0.0,0.0,75,Clouds,1,6274
Non-Holiday,12.57000000000005,0.0,0.0,100,Rain,1,5403
Non-Holiday,13.939999999999998,0.0,0.0,75,Clouds,0,4680
Non-Holiday,15.160000000000025,0.0,0.0,75,Clouds,0,4642
Non-Holiday,15.460000000000036,0.0,0.0,1,Clear,0,4979
Non-Holiday,17.170000000000016,0.0,0.0,1,Clear,0,4851
Non-Holiday,18.210000000000036,0.0,0.0,1,Clear,0,4291
Non-Holiday,18.860000000000014,0.0,0.0,1,Clear,0,4714
Non-Holiday,19.460000000000036,0.0,0.0,1,Clear,0,6723
Non-Holiday,19.5,0.0,0.0,1,Clear,1,6180
Non-Holiday,17.370000000000005,0.0,0.0,40,Clouds,1,4843
Non-Holiday,15.200000000000045,0.0,0.0,40,Clouds,1,3435
Non-Holiday,13.57000000000005,0.0,0.0,40,Clouds,0,2921
Non-Holiday,12.340000000000032,0.0,0.0,40,Clouds,0,2763
Non-Holiday,11.07000000000005,0.0,0.0,20,Clouds,0,1930
Non-Holiday,10.650000000000034,0.0,0.0,20,Clouds,0,1160
Non-Holiday,10.57000000000005,0.0,0.0,20,Clouds,0,654
Non-Holiday,9.650000000000034,0.0,0.0,40,Clouds,0,374
Non-Holiday,9.170000000000016,0.0,0.0,99,Mist,0,301
Non-Holiday,9.230000000000018,0.0,0.0,99,Mist,0,397
Non-Holiday,9.610000000000014,0.0,0.0,90,Clouds,0,794
Non-Holiday,9.730000000000018,0.0,0.0,99,Mist,0,2564
Non-Holiday,11.03000000000003,0.0,0.0,75,Clouds,0,5358
Non-Holiday,11.54000000000002,0.0,0.0,90,Clouds,1,6441
Non-Holiday,11.850000000000023,0.0,0.0,90,Clouds,1,5536
Non-Holiday,13.75,0.0,0.0,99,Rain,1,5256
Non-Holiday,15.200000000000045,0.0,0.0,90,Clouds,0,4619
Non-Holiday,16.439999999999998,0.0,0.0,90,Clouds,0,5107
Non-Holiday,15.120000000000005,0.0,0.0,99,Rain,0,5147
Non-Holiday,13.260000000000048,0.0,0.0,90,Clouds,0,5283
Non-Holiday,12.810000000000002,0.0,0.0,90,Clouds,0,5704
Non-Holiday,13.890000000000043,0.0,0.0,90,Clouds,0,5887
Non-Holiday,14.03000000000003,0.0,0.0,90,Clouds,0,6307
Non-Holiday,13.79000000000002,0.0,0.0,90,Clouds,1,5953
Non-Holiday,12.860000000000014,0.0,0.0,90,Clouds,1,4519
